TimeGenerated,UserPrincipalName,IPAddress,Location,Status,ResultType,ResultDescription,AppDisplayName,DeviceDetail
2025-06-19T12:00:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-3"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-19T12:01:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:03:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-19T12:03:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:04:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-36"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T12:06:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:07:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-19T12:08:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-19T12:14:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-26"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:16:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-19T12:18:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-38"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-19T12:18:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T12:21:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-29"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:21:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T12:23:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-1"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-19T12:25:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:27:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-11"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T12:32:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T12:34:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-19T12:37:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-19T12:38:00,michele.williams@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-19T12:41:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-22"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T12:41:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T12:41:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-41"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:46:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-22"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:47:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Office 365 Exchange Online,"{""DisplayName"": ""device-new-15"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-19T12:52:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-19T12:52:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-19T12:54:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-38"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-19T12:55:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Outlook Web,Windows 10 | dylan-miller-device
2025-06-19T12:56:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-19T12:59:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Microsoft Teams,"{""DisplayName"": ""device-new-39"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-19T12:59:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Microsoft Teams,Windows 10 | lisa-jackson-device
2025-06-19T13:01:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-19T13:03:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Exchange Online,Windows 10 | ryan-munoz-device
2025-06-19T13:09:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-41"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-19T13:10:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-36"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-19T13:12:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-19T13:14:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-19T13:17:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-25"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T13:21:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Outlook Web,Windows 10 | connie-lawrence-device
2025-06-19T13:22:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-38"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T13:23:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T13:27:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-19T13:29:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,SharePoint Online,Windows 10 | beyonce-knowles-device
2025-06-19T13:29:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-48"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-19T13:30:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-21"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T13:32:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-9"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-19T13:38:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-38"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-19T13:38:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-45"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-19T13:39:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-48"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-19T13:41:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-48"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-19T13:43:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-19T13:46:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Office 365 Exchange Online,"{""DisplayName"": ""device-lon-11"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-19T13:51:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-3"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-19T13:52:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-24"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-19T13:53:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T13:57:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-15"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T13:58:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T13:59:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-19T14:03:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-19T14:04:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-19T14:04:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Outlook Web,Windows 10 | holly-wood-device
2025-06-19T14:07:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-19T14:09:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-lon-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T14:10:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-19T14:10:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T14:12:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-8"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T14:14:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T14:16:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-lon-9"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-19T14:23:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-19T14:23:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-19T14:23:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-19T14:31:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Power BI,"{""DisplayName"": ""device-dub-34"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-19T14:31:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Exchange Online,Windows 10 | roger-federer-device
2025-06-19T14:32:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-19T14:33:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-38"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-19T14:34:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-19T14:35:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-36"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-19T14:35:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-45"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-19T14:39:00,lisa.hensley@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T14:43:00,michele.williams@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-19T14:48:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-47"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-19T14:49:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-19T14:52:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-9"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T14:56:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-19T14:56:00,bilbo.baggins@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-21"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-19T15:05:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-19T15:06:00,lisa.hensley@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-21"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-19T15:08:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-19T15:09:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Exchange Online,Windows 10 | zendaya-coleman-device
2025-06-19T15:09:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,SharePoint Online,Windows 10 | angie-henderson-device
2025-06-19T15:10:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T15:11:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-32"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-19T15:12:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-19T15:12:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-19T15:13:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-25"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-19T15:14:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T15:15:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-41"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-19T15:16:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Outlook Mobile,"{""DisplayName"": ""device-dub-20"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-19T15:19:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-3"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-19T15:20:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-19"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-19T15:23:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-19"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-19T15:23:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Microsoft Teams,Windows 10 | derek-zuniga-device
