TimeGenerated,OperationName,InitiatedBy,TargetProperties
2025-06-17T10:15:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-17T10:22:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-597"", ""User"": ""parker.xavier@contoso.com""}"
2025-06-17T10:29:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""zane.taylor@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T10:34:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""blake.smith@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T10:35:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-594"", ""User"": ""kendall.murray@contoso.com""}"
2025-06-17T10:37:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-602"", ""User"": ""riley.jones@contoso.com""}"
2025-06-17T10:41:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-854"", ""User"": ""avery.jones@contoso.com""}"
2025-06-17T10:47:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""bailey.jones@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T10:54:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-5557"", ""ComplianceStatus"": ""Updated""}"
2025-06-17T11:09:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""logan.lewis@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T11:11:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""taylor.foster@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-17T11:32:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-7595"", ""ComplianceStatus"": ""Updated""}"
2025-06-17T11:33:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""spencer.graham@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T11:57:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-872"", ""User"": ""bailey.vance@contoso.com""}"
2025-06-17T12:05:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""jamie.stone@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T12:31:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-251"", ""User"": ""reese.owens@contoso.com""}"
2025-06-17T12:54:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-8302"", ""ComplianceStatus"": ""Updated""}"
2025-06-17T12:56:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-2062"", ""ComplianceStatus"": ""Updated""}"
2025-06-17T13:08:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""skyler.zimmer@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T13:21:00,RemoveMemberFromRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-17T13:47:00,RemoveMemberFromRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Security Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-17T13:48:00,AddMemberToRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Security Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-17T13:58:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""kendall.nelson@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T14:09:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""cameron.quincy@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T14:10:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""reagan.upton@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T14:14:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""zephyr.upton@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-17T14:21:00,UpdateDevice,gabrielle.davis@contoso.com (66.249.64.1),"{""DeviceId"": ""device-6331"", ""ComplianceStatus"": ""Updated""}"
2025-06-17T14:35:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-896"", ""User"": ""teagan.lewis@contoso.com""}"
2025-06-17T14:37:00,AddMemberToRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-17T14:45:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-498"", ""User"": ""zane.wright@contoso.com""}"
2025-06-17T14:53:00,AddMemberToRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-17T14:58:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-5768"", ""ComplianceStatus"": ""Updated""}"
2025-06-17T15:01:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""bailey.morgan@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T15:02:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""zane.anderson@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T15:09:00,AddMemberToRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-17T15:10:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""reese.walsh@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-17T15:33:00,AddMemberToGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-801"", ""User"": ""alex.lewis@contoso.com""}"
2025-06-17T15:43:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""sawyer.harris@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-17T16:00:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""kai.xavier@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-17T16:19:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-146"", ""User"": ""alex.carter@contoso.com""}"
2025-06-17T16:35:00,AddMemberToGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-403"", ""User"": ""kendall.evans@contoso.com""}"
2025-06-17T16:50:00,RemoveMemberFromRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-18T09:03:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""sawyer.harris@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-18T09:11:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-137"", ""User"": ""drew.pratt@contoso.com""}"
2025-06-18T09:20:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""blake.rivers@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-18T09:25:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-542"", ""User"": ""rowan.stone@contoso.com""}"
2025-06-18T09:30:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""marley.stone@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-18T10:06:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-5272"", ""ComplianceStatus"": ""Updated""}"
2025-06-18T10:25:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""rowan.day@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-18T10:28:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-253"", ""User"": ""cameron.reed@contoso.com""}"
2025-06-18T10:36:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""blake.french@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-18T10:37:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-419"", ""User"": ""devon.lewis@contoso.com""}"
2025-06-18T10:47:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Security Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-18T11:02:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-406"", ""User"": ""kai.knight@contoso.com""}"
2025-06-18T11:02:00,UpdateDevice,gabrielle.davis@contoso.com (66.249.64.1),"{""DeviceId"": ""device-9517"", ""ComplianceStatus"": ""Updated""}"
2025-06-18T11:10:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-7132"", ""ComplianceStatus"": ""Updated""}"
2025-06-18T11:14:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""val.taylor@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-18T11:29:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""morgan.edwards@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-18T11:35:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""riley.lewis@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-18T12:09:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""dallas.knight@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-18T12:18:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""zane.ellis@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-18T12:21:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""dallas.murray@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-18T12:25:00,AddMemberToGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-223"", ""User"": ""cameron.doe@contoso.com""}"
2025-06-18T12:30:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""rowan.taylor@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-18T12:35:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-100"", ""User"": ""blake.clarke@contoso.com""}"
2025-06-18T12:47:00,AddMemberToRole,jason.bourne@contoso.com (92.63.194.12),"{""RoleName"": ""User Administrator"", ""User"": ""jason.bourne@contoso.com""}"
2025-06-18T13:10:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""avery.walsh@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-18T13:20:00,AddMemberToGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-945"", ""User"": ""kendall.vance@contoso.com""}"
2025-06-18T13:28:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-2816"", ""ComplianceStatus"": ""Updated""}"
2025-06-18T13:31:00,AddMemberToGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-516"", ""User"": ""sloane.sanders@contoso.com""}"
2025-06-18T13:45:00,AddMemberToRole,jason.bourne@contoso.com (92.63.194.12),"{""RoleName"": ""Global Administrator"", ""User"": ""jason.bourne@contoso.com""}"
2025-06-18T13:51:00,AddMemberToRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-18T13:52:00,RemoveMemberFromRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-18T14:08:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-6013"", ""ComplianceStatus"": ""Updated""}"
2025-06-18T14:24:00,RemoveMemberFromRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-18T14:28:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-937"", ""User"": ""charlie.wright@contoso.com""}"
2025-06-18T14:33:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""reese.xavier@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-18T14:37:00,RemoveMemberFromRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Security Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-18T14:48:00,AddUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""dallas.knight@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-18T14:56:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""spencer.johnson@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-18T15:08:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-468"", ""User"": ""kendall.knight@contoso.com""}"
2025-06-18T15:23:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-756"", ""User"": ""jordan.evans@contoso.com""}"
2025-06-18T15:26:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-847"", ""User"": ""alex.smith@contoso.com""}"
2025-06-18T15:33:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-142"", ""User"": ""val.sanders@contoso.com""}"
2025-06-18T15:36:00,RemoveMemberFromRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-18T15:41:00,AddMemberToRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-18T15:45:00,AddMemberToRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-18T15:56:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-297"", ""User"": ""taylor.pratt@contoso.com""}"
2025-06-18T16:03:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-149"", ""User"": ""logan.nelson@contoso.com""}"
2025-06-18T16:05:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-217"", ""User"": ""zephyr.day@contoso.com""}"
2025-06-18T16:06:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""hayden.upton@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-18T16:08:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-208"", ""User"": ""kai.vance@contoso.com""}"
2025-06-18T16:09:00,AddMemberToRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-18T16:16:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""quinn.zimmer@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-18T16:27:00,UpdateDevice,gabrielle.davis@contoso.com (66.249.64.1),"{""DeviceId"": ""device-6144"", ""ComplianceStatus"": ""Updated""}"
2025-06-18T16:35:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""avery.foster@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-18T16:41:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-274"", ""User"": ""avery.quincy@contoso.com""}"
2025-06-18T16:47:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""sawyer.johnson@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-18T16:52:00,RemoveMemberFromRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-18T16:56:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""cameron.johnson@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-19T09:08:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""charlie.bennett@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-19T09:09:00,AddUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""cameron.harris@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-19T09:14:00,RemoveMemberFromRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-19T09:23:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""avery.wright@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-19T09:29:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-128"", ""User"": ""cameron.sanders@contoso.com""}"
2025-06-19T09:43:00,AddUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""quinn.wright@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-19T09:46:00,AddMemberToGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-454"", ""User"": ""blake.reed@contoso.com""}"
2025-06-19T10:06:00,RemoveMemberFromRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-19T10:11:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-9955"", ""ComplianceStatus"": ""Updated""}"
2025-06-19T10:25:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-925"", ""User"": ""morgan.foster@contoso.com""}"
2025-06-19T10:35:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""jordan.foster@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-19T10:37:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""jordan.foster@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-19T10:43:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""finley.jones@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-19T10:55:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""rowan.jones@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-19T10:59:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""drew.keaton@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-19T11:05:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""val.french@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-19T11:25:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-922"", ""User"": ""avery.johnson@contoso.com""}"
2025-06-19T11:33:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-647"", ""User"": ""finley.anderson@contoso.com""}"
2025-06-19T11:50:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""val.ellis@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-19T11:55:00,AddMemberToRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Global Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-19T12:40:00,UpdateUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""reagan.walsh@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-19T13:17:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""hayden.parker@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-19T13:27:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-1270"", ""ComplianceStatus"": ""Updated""}"
2025-06-19T13:34:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""val.french@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-19T13:37:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""jamie.young@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-19T13:39:00,AddMemberToRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-19T13:39:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-795"", ""User"": ""skyler.stone@contoso.com""}"
2025-06-19T13:44:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""hayden.parker@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-19T13:47:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""marley.evans@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-19T14:07:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""lane.johnson@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-19T14:12:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-1000"", ""ComplianceStatus"": ""Updated""}"
2025-06-19T14:16:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""dallas.lewis@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-19T14:18:00,RemoveMemberFromRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Security Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-19T14:20:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-956"", ""User"": ""parker.owens@contoso.com""}"
2025-06-19T14:24:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-4405"", ""ComplianceStatus"": ""Updated""}"
2025-06-19T14:29:00,AddUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""quinn.knight@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-19T14:33:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""teagan.holland@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-19T14:41:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""marley.clarke@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-19T14:53:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-8775"", ""ComplianceStatus"": ""Updated""}"
2025-06-19T14:58:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""emerson.taylor@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-19T15:10:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
