TimeGenerated,UserPrincipalName,AppDisplayName,ResultType,ResultDescription,IPAddress,Location,DeviceDetail
2025-06-12T11:14:00,daniel.wagner@contoso.com,Azure Portal,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-11"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T11:18:00,noah.rhodes@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-12T11:18:00,tommy.walter@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-12T11:20:00,tommy.walter@contoso.com,Outlook Mobile,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T11:21:00,jamie.arnold@contoso.com,Azure Portal,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-32"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T11:22:00,connie.lawrence@contoso.com,Azure Portal,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-19"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T11:26:00,margaret.dds@contoso.com,Outlook Mobile,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-22"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-12T11:27:00,monica.herrera@contoso.com,Office 365 Exchange Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-12T11:27:00,beyonce.knowles@contoso.com,Office 365 Exchange Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T11:28:00,holly.wood@contoso.com,Microsoft Teams,70044,The session has expired or is invalid due to sign-in frequency checks by conditional access.,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-38"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-12T11:31:00,margaret.dds@contoso.com,SharePoint Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-12T11:31:00,gabrielle.davis@contoso.com,Office 365 Exchange Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-15"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-12T11:37:00,noah.rhodes@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-46"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T11:38:00,monica.herrera@contoso.com,Power BI,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-12T11:42:00,dylan.miller@contoso.com,Outlook Mobile,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-1"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T11:44:00,zendaya.coleman@contoso.com,Azure Portal,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-1"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-12T11:47:00,ryan.munoz@contoso.com,Microsoft Teams,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T11:48:00,ryan.munoz@contoso.com,Outlook Mobile,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T11:55:00,ethan.adams@contoso.com,Power BI,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-35"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T11:58:00,carla.gray@contoso.com,Azure Portal,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-12T11:59:00,derek.zuniga@contoso.com,OneDrive,70044,The session has expired or is invalid due to sign-in frequency checks by conditional access.,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-50"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Unknown""}"
2025-06-12T11:59:00,bilbo.baggins@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-26"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T12:05:00,lisa.jackson@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-35"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-12T12:06:00,taylor.swift@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-32"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-12T12:10:00,jamie.arnold@contoso.com,Office 365 Exchange Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-46"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T12:15:00,noah.rhodes@contoso.com,OneDrive,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-33"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T12:18:00,brian.ramirez@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-42"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T12:20:00,carla.gray@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T12:23:00,monica.herrera@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-12T12:25:00,jason.bourne@contoso.com,Power BI,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T12:25:00,angie.henderson@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-12T12:25:00,gabrielle.davis@contoso.com,OneDrive,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T12:25:00,cristian.santos@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T12:28:00,tommy.walter@contoso.com,Microsoft Teams,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-12T12:37:00,tommy.walter@contoso.com,Power BI,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T12:37:00,tommy.walter@contoso.com,Microsoft Teams,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-32"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T12:38:00,zendaya.coleman@contoso.com,Microsoft Teams,50126,Invalid username or password.,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-27"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-12T12:38:00,jason.bourne@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T12:43:00,lisa.jackson@contoso.com,Microsoft Teams,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-19"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-12T12:45:00,daniel.wagner@contoso.com,SharePoint Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-47"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T12:46:00,connie.lawrence@contoso.com,Microsoft Teams,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-12T12:47:00,roger.federer@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T12:49:00,carla.gray@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-44"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T12:50:00,angie.henderson@contoso.com,OneDrive,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-30"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-12T12:50:00,daniel.wagner@contoso.com,SharePoint Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-32"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-12T12:56:00,roger.federer@contoso.com,Microsoft Teams,50055,"Invalid password, entered expired password.",78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-39"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-12T13:05:00,lisa.jackson@contoso.com,Azure Portal,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T13:10:00,connie.lawrence@contoso.com,Outlook Mobile,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-30"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T13:17:00,patty.perez@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T13:22:00,bilbo.baggins@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-15"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-12T13:22:00,beyonce.knowles@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-12T13:22:00,abigail.shaffer@contoso.com,Outlook Mobile,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-30"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T13:24:00,derek.zuniga@contoso.com,SharePoint Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-12T13:26:00,abigail.shaffer@contoso.com,Office 365 Exchange Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-12T13:27:00,roger.federer@contoso.com,Office 365 Exchange Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T13:27:00,ryan.munoz@contoso.com,Outlook Mobile,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-42"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-12T13:28:00,carla.gray@contoso.com,Outlook Mobile,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-38"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T13:28:00,carla.gray@contoso.com,Outlook Mobile,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T13:28:00,connie.lawrence@contoso.com,SharePoint Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-24"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T13:28:00,ethan.adams@contoso.com,Azure Portal,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T13:29:00,abigail.shaffer@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T13:31:00,derek.zuniga@contoso.com,Outlook Mobile,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-29"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-12T13:34:00,taylor.swift@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-20"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-12T13:38:00,noah.rhodes@contoso.com,Power BI,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-1"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-12T13:39:00,carla.gray@contoso.com,Power BI,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-11"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-12T13:40:00,taylor.swift@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-44"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T13:49:00,derek.zuniga@contoso.com,Office 365 Exchange Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T13:51:00,margaret.dds@contoso.com,Microsoft Teams,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-12T13:51:00,holly.wood@contoso.com,Office 365 Exchange Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-21"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T14:00:00,bilbo.baggins@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T14:07:00,taylor.swift@contoso.com,Office 365 Exchange Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T14:07:00,cristian.santos@contoso.com,Microsoft Teams,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-12T14:14:00,lisa.hensley@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-11"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-12T14:15:00,patty.perez@contoso.com,Azure Portal,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-12T14:19:00,zendaya.coleman@contoso.com,Azure Portal,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-12T14:19:00,ryan.munoz@contoso.com,OneDrive,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-33"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T14:20:00,lisa.hensley@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-26"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T14:24:00,ryan.munoz@contoso.com,Office 365 Exchange Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T14:27:00,patty.perez@contoso.com,Office 365 Exchange Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-20"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-12T14:27:00,lisa.hensley@contoso.com,Microsoft Teams,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-26"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-12T14:27:00,lisa.jackson@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T14:29:00,michele.williams@contoso.com,Microsoft Teams,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-24"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T14:31:00,ryan.munoz@contoso.com,Office 365 Exchange Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T14:33:00,bilbo.baggins@contoso.com,Microsoft Teams,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T14:34:00,gabrielle.davis@contoso.com,OneDrive,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-27"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T14:34:00,monica.herrera@contoso.com,OneDrive,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T14:38:00,angie.henderson@contoso.com,Office 365 Exchange Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T14:38:00,allison.hill@contoso.com,Microsoft Teams,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-12T14:46:00,taylor.swift@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-12T14:47:00,lisa.jackson@contoso.com,Office 365 Exchange Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-12T14:56:00,margaret.dds@contoso.com,Azure Portal,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-48"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-12T14:57:00,allison.hill@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-24"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T14:59:00,connie.lawrence@contoso.com,Outlook Mobile,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-12T15:00:00,bilbo.baggins@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-12T15:01:00,margaret.dds@contoso.com,SharePoint Online,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-12T15:03:00,lisa.hensley@contoso.com,Office 365 Exchange Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-41"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T15:05:00,ryan.munoz@contoso.com,Outlook Mobile,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-22"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-12T15:06:00,carla.gray@contoso.com,Microsoft Teams,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-12T15:06:00,noah.rhodes@contoso.com,OneDrive,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-12T15:07:00,noah.rhodes@contoso.com,Office 365 Exchange Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-12T15:08:00,patty.perez@contoso.com,SharePoint Online,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-25"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-12T15:10:00,holly.wood@contoso.com,SharePoint Online,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-12T15:10:00,cristian.santos@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-12T15:14:00,patty.perez@contoso.com,OneDrive,0,,66.249.64.1,"New York, USA","{""DisplayName"": ""device-new-25"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-12T15:15:00,michele.williams@contoso.com,Microsoft Teams,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-46"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-12T15:19:00,gina.moore@contoso.com,Power BI,0,,86.23.123.45,"London, UK","{""DisplayName"": ""device-lon-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-12T15:19:00,lisa.jackson@contoso.com,Outlook Mobile,0,,78.137.97.10,"Dublin, IE","{""DisplayName"": ""device-dub-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
